部门名称,简称,所属区域,地址,邮编,电话,传真,网站,工作时间,级别,类别
上海市长宁区区科学技术委员会,长宁区科委,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,科技发展
上海市长宁区区国有资产监督管理委员会,长宁区国资委,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,国资监管
上海市长宁区区司法局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,司法行政
上海市长宁区区人力资源和社会保障局,长宁区人社局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,社会保障
上海市长宁区区民政局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,民政管理
上海市长宁区区财政局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,财政税务
上海市长宁区区审计局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,审计监督
上海市长宁区区统计局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,统计调查
上海市长宁区区教育局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,教育文化
上海市长宁区区卫生健康委员会,长宁区卫健委,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,卫生健康
上海市长宁区区文化和旅游局,长宁区文旅局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,教育文化
上海市长宁区区体育局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,体育健身
上海市长宁区区绿化和市容管理局,长宁区绿化市容局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,绿化市容
上海市长宁区区生态环境局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,生态环境
上海市长宁区区规划和自然资源局,长宁区规划资源局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,规划资源
上海市长宁区区住房保障和房屋管理局,长宁区房管局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,住房保障
上海市长宁区区水务局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,水务海洋
上海市长宁区区民防办公室,长宁区民防办,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,国防动员
上海市长宁区区应急管理局,长宁区应急局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,应急管理
上海市长宁区区市场监督管理局,长宁区市场监管局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,市场监管
上海市长宁区区城市管理行政执法局,长宁区城管执法局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,城市管理
上海市长宁区区机关事务管理局,长宁区机管局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,机关事务
上海市长宁区区退役军人事务局,,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,退役军人
上海市长宁区区医疗保障局,长宁区医保局,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,社会保障
上海市长宁区区交通委员会,长宁区交通委,长宁区,上海市长宁区长宁路599号,,021-105XXXXX,,,,区级,交通运输
上海市普陀区区政府办公室,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,核心机关
上海市普陀区区发展和改革委员会,普陀区发改委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,经济发展
上海市普陀区区经济委员会,普陀区经委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,经济发展
上海市普陀区区商务委员会,普陀区商务委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,经济发展
上海市普陀区区农业农村委员会,普陀区农业农村委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,农业农村
上海市普陀区区建设和管理委员会,普陀区建管委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,城市建设
上海市普陀区区科学技术委员会,普陀区科委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,科技发展
上海市普陀区区国有资产监督管理委员会,普陀区国资委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,国资监管
上海市普陀区区司法局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,司法行政
上海市普陀区区人力资源和社会保障局,普陀区人社局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,社会保障
上海市普陀区区民政局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,民政管理
上海市普陀区区财政局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,财政税务
上海市普陀区区审计局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,审计监督
上海市普陀区区统计局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,统计调查
上海市普陀区区教育局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,教育文化
上海市普陀区区卫生健康委员会,普陀区卫健委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,卫生健康
上海市普陀区区文化和旅游局,普陀区文旅局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,教育文化
上海市普陀区区体育局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,体育健身
上海市普陀区区绿化和市容管理局,普陀区绿化市容局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,绿化市容
上海市普陀区区生态环境局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,生态环境
上海市普陀区区规划和自然资源局,普陀区规划资源局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,规划资源
上海市普陀区区住房保障和房屋管理局,普陀区房管局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,住房保障
上海市普陀区区水务局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,水务海洋
上海市普陀区区民防办公室,普陀区民防办,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,国防动员
上海市普陀区区应急管理局,普陀区应急局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,应急管理
上海市普陀区区市场监督管理局,普陀区市场监管局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,市场监管
上海市普陀区区城市管理行政执法局,普陀区城管执法局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,城市管理
上海市普陀区区机关事务管理局,普陀区机管局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,机关事务
上海市普陀区区退役军人事务局,,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,退役军人
上海市普陀区区医疗保障局,普陀区医保局,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,社会保障
上海市普陀区区交通委员会,普陀区交通委,普陀区,上海市普陀区大渡河路1668号,,021-107XXXXX,,,,区级,交通运输
上海市虹口区区政府办公室,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,核心机关
上海市虹口区区发展和改革委员会,虹口区发改委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,经济发展
上海市虹口区区经济委员会,虹口区经委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,经济发展
上海市虹口区区商务委员会,虹口区商务委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,经济发展
上海市虹口区区农业农村委员会,虹口区农业农村委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,农业农村
上海市虹口区区建设和管理委员会,虹口区建管委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,城市建设
上海市虹口区区科学技术委员会,虹口区科委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,科技发展
上海市虹口区区国有资产监督管理委员会,虹口区国资委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,国资监管
上海市虹口区区司法局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,司法行政
上海市虹口区区人力资源和社会保障局,虹口区人社局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,社会保障
上海市虹口区区民政局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,民政管理
上海市虹口区区财政局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,财政税务
上海市虹口区区审计局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,审计监督
上海市虹口区区统计局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,统计调查
上海市虹口区区教育局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,教育文化
上海市虹口区区卫生健康委员会,虹口区卫健委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,卫生健康
上海市虹口区区文化和旅游局,虹口区文旅局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,教育文化
上海市虹口区区体育局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,体育健身
上海市虹口区区绿化和市容管理局,虹口区绿化市容局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,绿化市容
上海市虹口区区生态环境局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,生态环境
上海市虹口区区规划和自然资源局,虹口区规划资源局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,规划资源
上海市虹口区区住房保障和房屋管理局,虹口区房管局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,住房保障
上海市虹口区区水务局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,水务海洋
上海市虹口区区民防办公室,虹口区民防办,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,国防动员
上海市虹口区区应急管理局,虹口区应急局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,应急管理
上海市虹口区区市场监督管理局,虹口区市场监管局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,市场监管
上海市虹口区区城市管理行政执法局,虹口区城管执法局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,城市管理
上海市虹口区区机关事务管理局,虹口区机管局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,机关事务
上海市虹口区区退役军人事务局,,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,退役军人
上海市虹口区区医疗保障局,虹口区医保局,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,社会保障
上海市虹口区区交通委员会,虹口区交通委,虹口区,上海市虹口区飞虹路518号,,021-109XXXXX,,,,区级,交通运输
上海市杨浦区区政府办公室,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,核心机关
上海市杨浦区区发展和改革委员会,杨浦区发改委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,经济发展
上海市杨浦区区经济委员会,杨浦区经委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,经济发展
上海市杨浦区区商务委员会,杨浦区商务委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,经济发展
上海市杨浦区区农业农村委员会,杨浦区农业农村委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,农业农村
上海市杨浦区区建设和管理委员会,杨浦区建管委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,城市建设
上海市杨浦区区科学技术委员会,杨浦区科委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,科技发展
上海市杨浦区区国有资产监督管理委员会,杨浦区国资委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,国资监管
上海市杨浦区区司法局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,司法行政
上海市杨浦区区人力资源和社会保障局,杨浦区人社局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,社会保障
上海市杨浦区区民政局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,民政管理
上海市杨浦区区财政局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,财政税务
上海市杨浦区区审计局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,审计监督
上海市杨浦区区统计局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,统计调查
上海市杨浦区区教育局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,教育文化
上海市杨浦区区卫生健康委员会,杨浦区卫健委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,卫生健康
上海市杨浦区区文化和旅游局,杨浦区文旅局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,教育文化
上海市杨浦区区体育局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,体育健身
上海市杨浦区区绿化和市容管理局,杨浦区绿化市容局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,绿化市容
上海市杨浦区区生态环境局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,生态环境
上海市杨浦区区规划和自然资源局,杨浦区规划资源局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,规划资源
上海市杨浦区区住房保障和房屋管理局,杨浦区房管局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,住房保障
上海市杨浦区区水务局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,水务海洋
上海市杨浦区区民防办公室,杨浦区民防办,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,国防动员
上海市杨浦区区应急管理局,杨浦区应急局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,应急管理
上海市杨浦区区市场监督管理局,杨浦区市场监管局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,市场监管
上海市杨浦区区城市管理行政执法局,杨浦区城管执法局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,城市管理
上海市杨浦区区机关事务管理局,杨浦区机管局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,机关事务
上海市杨浦区区退役军人事务局,,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,退役军人
上海市杨浦区区医疗保障局,杨浦区医保局,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,社会保障
上海市杨浦区区交通委员会,杨浦区交通委,杨浦区,上海市杨浦区榆林路707号,,021-110XXXXX,,,,区级,交通运输
上海市宝山区区政府办公室,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,核心机关
上海市宝山区区发展和改革委员会,宝山区发改委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,经济发展
上海市宝山区区经济委员会,宝山区经委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,经济发展
上海市宝山区区商务委员会,宝山区商务委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,经济发展
上海市宝山区区农业农村委员会,宝山区农业农村委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,农业农村
上海市宝山区区建设和管理委员会,宝山区建管委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,城市建设
上海市宝山区区科学技术委员会,宝山区科委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,科技发展
上海市宝山区区国有资产监督管理委员会,宝山区国资委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,国资监管
上海市宝山区区司法局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,司法行政
上海市宝山区区人力资源和社会保障局,宝山区人社局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,社会保障
上海市宝山区区民政局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,民政管理
上海市宝山区区财政局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,财政税务
上海市宝山区区审计局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,审计监督
上海市宝山区区统计局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,统计调查
上海市宝山区区教育局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,教育文化
上海市宝山区区卫生健康委员会,宝山区卫健委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,卫生健康
上海市宝山区区文化和旅游局,宝山区文旅局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,教育文化
上海市宝山区区体育局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,体育健身
上海市宝山区区绿化和市容管理局,宝山区绿化市容局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,绿化市容
上海市宝山区区生态环境局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,生态环境
上海市宝山区区规划和自然资源局,宝山区规划资源局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,规划资源
上海市宝山区区住房保障和房屋管理局,宝山区房管局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,住房保障
上海市宝山区区水务局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,水务海洋
上海市宝山区区民防办公室,宝山区民防办,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,国防动员
上海市宝山区区应急管理局,宝山区应急局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,应急管理
上海市宝山区区市场监督管理局,宝山区市场监管局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,市场监管
上海市宝山区区城市管理行政执法局,宝山区城管执法局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,城市管理
上海市宝山区区机关事务管理局,宝山区机管局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,机关事务
上海市宝山区区退役军人事务局,,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,退役军人
上海市宝山区区医疗保障局,宝山区医保局,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,社会保障
上海市宝山区区交通委员会,宝山区交通委,宝山区,上海市宝山区密山路5号,,021-113XXXXX,,,,区级,交通运输
上海市闵行区区政府办公室,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,核心机关
上海市闵行区区发展和改革委员会,闵行区发改委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,经济发展
上海市闵行区区经济委员会,闵行区经委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,经济发展
上海市闵行区区商务委员会,闵行区商务委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,经济发展
上海市闵行区区农业农村委员会,闵行区农业农村委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,农业农村
上海市闵行区区建设和管理委员会,闵行区建管委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,城市建设
上海市闵行区区科学技术委员会,闵行区科委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,科技发展
上海市闵行区区国有资产监督管理委员会,闵行区国资委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,国资监管
上海市闵行区区司法局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,司法行政
上海市闵行区区人力资源和社会保障局,闵行区人社局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,社会保障
上海市闵行区区民政局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,民政管理
上海市闵行区区财政局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,财政税务
上海市闵行区区审计局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,审计监督
上海市闵行区区统计局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,统计调查
上海市闵行区区教育局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,教育文化
上海市闵行区区卫生健康委员会,闵行区卫健委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,卫生健康
上海市闵行区区文化和旅游局,闵行区文旅局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,教育文化
上海市闵行区区体育局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,体育健身
上海市闵行区区绿化和市容管理局,闵行区绿化市容局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,绿化市容
上海市闵行区区生态环境局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,生态环境
上海市闵行区区规划和自然资源局,闵行区规划资源局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,规划资源
上海市闵行区区住房保障和房屋管理局,闵行区房管局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,住房保障
上海市闵行区区水务局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,水务海洋
上海市闵行区区民防办公室,闵行区民防办,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,国防动员
上海市闵行区区应急管理局,闵行区应急局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,应急管理
上海市闵行区区市场监督管理局,闵行区市场监管局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,市场监管
上海市闵行区区城市管理行政执法局,闵行区城管执法局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,城市管理
上海市闵行区区机关事务管理局,闵行区机管局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,机关事务
上海市闵行区区退役军人事务局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,退役军人
上海市闵行区区医疗保障局,闵行区医保局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,社会保障
上海市闵行区区交通委员会,闵行区交通委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,交通运输
上海市嘉定区区政府办公室,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,核心机关
上海市嘉定区区发展和改革委员会,嘉定区发改委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,经济发展
上海市嘉定区区经济委员会,嘉定区经委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,经济发展
上海市嘉定区区商务委员会,嘉定区商务委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,经济发展
上海市嘉定区区农业农村委员会,嘉定区农业农村委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,农业农村
上海市嘉定区区建设和管理委员会,嘉定区建管委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,城市建设
上海市嘉定区区科学技术委员会,嘉定区科委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,科技发展
上海市嘉定区区国有资产监督管理委员会,嘉定区国资委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,国资监管
上海市嘉定区区司法局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,司法行政
上海市嘉定区区人力资源和社会保障局,嘉定区人社局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,社会保障
上海市嘉定区区民政局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,民政管理
上海市嘉定区区财政局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,财政税务
上海市嘉定区区审计局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,审计监督
上海市嘉定区区统计局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,统计调查
上海市嘉定区区教育局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,教育文化
上海市嘉定区区卫生健康委员会,嘉定区卫健委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,卫生健康
上海市嘉定区区文化和旅游局,嘉定区文旅局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,教育文化
上海市嘉定区区体育局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,体育健身
上海市嘉定区区绿化和市容管理局,嘉定区绿化市容局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,绿化市容
上海市嘉定区区生态环境局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,生态环境
上海市嘉定区区规划和自然资源局,嘉定区规划资源局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,规划资源
上海市嘉定区区住房保障和房屋管理局,嘉定区房管局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,住房保障
上海市嘉定区区水务局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,水务海洋
上海市嘉定区区民防办公室,嘉定区民防办,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,国防动员
上海市嘉定区区应急管理局,嘉定区应急局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,应急管理
上海市嘉定区区市场监督管理局,嘉定区市场监管局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,市场监管
上海市嘉定区区城市管理行政执法局,嘉定区城管执法局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,城市管理
上海市嘉定区区机关事务管理局,嘉定区机管局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,机关事务
上海市嘉定区区退役军人事务局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,退役军人
上海市嘉定区区医疗保障局,嘉定区医保局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,社会保障
上海市嘉定区区交通委员会,嘉定区交通委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,交通运输
上海市金山区区政府办公室,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,核心机关
上海市金山区区发展和改革委员会,金山区发改委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,经济发展
上海市金山区区经济委员会,金山区经委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,经济发展
上海市金山区区商务委员会,金山区商务委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,经济发展
上海市金山区区农业农村委员会,金山区农业农村委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,农业农村
上海市金山区区建设和管理委员会,金山区建管委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,城市建设
上海市金山区区科学技术委员会,金山区科委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,科技发展
上海市金山区区国有资产监督管理委员会,金山区国资委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,国资监管
上海市金山区区司法局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,司法行政
上海市金山区区人力资源和社会保障局,金山区人社局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,社会保障
上海市金山区区民政局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,民政管理
上海市金山区区财政局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,财政税务
